yelpId,Name,address,phone,review,website
HrcV-xue3p4Hv7UB_DAbdA,Elom’s BraidingBraiding,"1520 West BlvdCharlotte, NC 28208",(704) 819-2007,3.5/12 reviews,elomsbraiding.com
